pin_position;weld_time;energy_input;laser_energy;stator_id;ProduktID;Pinbezeichnung;Ergebnis;Pinspitze_X;Pinspitze_Y;Abstand_Pins_horizontal;Abstand_Pins_vertikal;Breite;Laenge;Anzahl_Kreise;min_relative_Hoehe;max_Abweichung_Konzentrizitaet;left_pin_id;right_pin_id;Drahtprüfung_Ergebnis_x;Pin_ID_x;Differenz_Abisolierposition_x;Differenz_Abisolierlaenge_max_x;Differenz_Abisoliermitte_max_x;Isolations-Einzeldefektflaeche_max_x;Isolations-Gesamtdefektflaeche_x;Abisolierungs-Einzeldefektflaeche_max_x;Abisolierungs-Gesamtdefektflaeche_x;Dachbiegen_Ergebnis_x;Pin_Type_x;Dachwinkel_links_x;Dachwinkel_rechts_x;Schenkelwinkel_links_x;Schenkelwinkel_rechts_x;Winkelsumme_x;Dachlaenge_x;Schulterlaenge_links_x;Schulterlaenge_rechts_x;Pinbreite_Fuss_x;Schenkellaenge_links_x;Schenkellaenge_rechts_x;Praegung_links_x;Praegung_rechts_x;3D_Biegen_Ergebnis_x;X_x;Y_x;Verdrehung_x;Abweichung_relativ_x;Winkel_relativ_x;Verdrehung_relativ_x;schnittkraft_x;praegekraft_x;cutting_machine_x;forming_machine_x;Abisolieren_Cluster_x;Abisolieren_eval_x;Dachbiegen_Cluster_x;3D_Biegen_Cluster_x;Schneiden_Cluster_x;Drahtprüfung_Ergebnis_y;Pin_ID_y;Differenz_Abisolierposition_y;Differenz_Abisolierlaenge_max_y;Differenz_Abisoliermitte_max_y;Isolations-Einzeldefektflaeche_max_y;Isolations-Gesamtdefektflaeche_y;Abisolierungs-Einzeldefektflaeche_max_y;Abisolierungs-Gesamtdefektflaeche_y;Dachbiegen_Ergebnis_y;Pin_Type_y;Dachwinkel_links_y;Dachwinkel_rechts_y;Schenkelwinkel_links_y;Schenkelwinkel_rechts_y;Winkelsumme_y;Dachlaenge_y;Schulterlaenge_links_y;Schulterlaenge_rechts_y;Pinbreite_Fuss_y;Schenkellaenge_links_y;Schenkellaenge_rechts_y;Praegung_links_y;Praegung_rechts_y;3D_Biegen_Ergebnis_y;X_y;Y_y;Verdrehung_y;Abweichung_relativ_y;Winkel_relativ_y;Verdrehung_relativ_y;schnittkraft_y;praegekraft_y;cutting_machine_y;forming_machine_y
20S2;1687165962;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0IO1+*=;20S2;IO;518,2;20;8,9;12,00;3,2;5,6;10;1,5;0,1;330EH959969H 019062307267;330EH959969J 019062307237;Pass;330EH959969H 019062307267;1,008152445;0,431525418;-0,473357849;0;0;0,032978665;0,06051703;Pass;CD1080;44,29081922;41,80447984;46,65362682;47,7258306;-0,47475649;19,99715654;41,66279744;42,23190962;85,32948833;247,2466608;246,3477689;0,899973983;0,932410987;Pass;5,935112375;-0,01668145;1,207566423;1,084127176;33,3221098;0,517496822;3,61325;1,52972;50;33;3;Gut;2;3;0;Pass;330EH959969J 019062307237;0,997959152;0,371416484;0,473357849;0;0;0,049990132;0,088661744;Pass;CD1060;45,00601926;41,18519035;47,40736099;47,96911165;-1,567682245;15,57739439;29,05383641;29,04110434;57,40838619;247,9905789;249,0015035;0,907565773;0,909734015;Pass;-15,13562117;-5,133924341;15,50406804;1,868318136;-59,85977059;0,227787749;3,56855;1,52514;50;33
03S2;1687325646;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;03S2;IO;314,9;20,2;8,9;12,00;3,1;5,7;10;1,6;0;420EH959969J 021062304671;420EH959969H 021062304684;Pass;420EH959969J 021062304671;52,1137147;-0,494383395;0,376995842;0;0;0,568866316;4,239619224;Pass;CD1060;44,06982319;41,60370588;47,42384493;47,89055762;-0,987931613;15,77711818;28,63242195;28,79421721;59,02001885;250,7585299;251,9265058;0,900765179;0,934420551;Pass;-28,28974833;-9,947599018;16,49584241;13,89028604;-150,7381803;-1,778979604;3,8144;1,374;50;42;0;Medium;3;4;3;Pass;420EH959969H 021062304684;50,56856189;-0,253106056;-0,324216424;0;0;0,095631803;0,185151023;Pass;CD1080;44,50390851;42,16594326;46,91790038;47,8888786;-1,47663075;20,20800488;41,78926322;42,20138482;80,0933218;249,8348357;250,7603035;0,897015129;0,94301004;Pass;0,306184569;-5,613206213;0,224140673;5,416175392;-133,2291187;-0,081904608;3,85165;1,38774;50;42
08S2;1687325655;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;08S2;IO;374,6;20,6;8,9;12,00;3,2;5,7;10;1,7;0,1;420EH959969H 021062304689;420EH959969J 021062304654;Pass;420EH959969H 021062304689;50,56583606;-0,43406406;-0,30913659;0;0;0,92830346;2,938482591;Pass;CD1080;44,48532439;42,15200444;46,92531207;47,955895;-1,518535894;20,23812122;41,76653209;42,23887548;80,15906544;249,8711148;250,756025;0,899477868;0,716536254;Pass;0,019526015;-5,098474552;0,59315627;5,26747231;-139,3473985;0,287110989;3,82185;1,38316;50;42;0;Medium;2;1;3;Pass;420EH959969J 021062304654;51,98526353;-0,313425391;-0,294056756;0;0;0,155294065;0,583312676;Pass;CD1060;44,05902711;41,50369148;47,49972015;48,00048706;-1,062925795;15,74080028;28,61834001;28,7887418;58,59472504;250,7819137;251,974201;0,901873396;0,93493488;Pass;-29,78872137;-9,180212706;16,08369287;14,88905438;-156,1419691;-2,191129141;3,83675;1,39232;50;42
10S2;1687325658;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;10S2;IO;398,5;20,6;8,9;12,00;2,8;5,6;10;1,6;0;420EH959969H 021062304687;420EH959969J 021062304652;Pass;420EH959969H 021062304687;50,92212023;-0,373744726;-0,376995842;0;0;0,319662303;1,537891638;Pass;CD1080;44,52379984;42,11823251;46,91411987;47,90979388;-1,465946101;20,22958206;41,79255586;42,19608396;80,18062176;249,7598883;250,8639767;0,909293518;0,933616198;Pass;0,9299313;-5,38369485;0,565622214;4,830889116;-129,7010796;0,259576932;3,86655;1,38316;50;42;3;Gut;2;1;3;Pass;420EH959969J 021062304652;51,18988657;-0,43406406;-0,339296257;0;0;0,10727154;0,10727154;Pass;CD1060;44,94438611;40,61441266;47,49082381;47,97255349;-1,022176058;15,72092186;28,80444038;28,61633117;58,64855324;250,7288035;252,0610298;0,900822301;0,936937009;Pass;-29,66412702;-10,13837419;16,15437699;15,19094703;-152,6446262;-2,120445025;3,8591;1,374;50;42
11S3;1687325660;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;11S3;IO;410,4;11,8;8,9;12,00;2,8;5,2;10;0,9;0,1;420EH959969L 121062304711;420EH959969K 021062304782;Pass;420EH959969L 121062304711;52,9532662;-0,494383395;-0,271437006;0;0;0,127021212;0,211633147;Pass;EF1061;46,50131274;42,01460698;45,80153427;46,82425555;-1,141709531;15,9477922;27,5848169;26,9991581;55,60010067;260,1211542;249,7265468;0,913833813;0,936385774;Pass;-30,44101556;-10,01366754;16,27872104;13,36390411;-152,8995669;-0,1035815;3,79205;1,38316;50;42;3;Gut;3;4;3;Pass;420EH959969K 021062304782;50,84688517;-0,373744726;-0,278976923;0;0;0,31141462;2,961727628;Pass;EF1080;46,52400289;43,21933928;45,66695421;46,18643783;-1,596734213;20,43455206;40,25813618;39,64019363;75,61653289;246,5549276;249,1325827;0,899006395;0,933759838;Pass;-0,910644029;-6,670795404;1,659721291;7,211591026;-129,3778514;0,464502208;3,8889;1,37858;50;42
12S2;1687325662;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;12S2;IO;422,4;20,7;8,9;12,00;3,3;5,8;10;1,4;0;420EH959969H 021062304685;420EH959969J 021062304673;Pass;420EH959969H 021062304685;50,84454039;-0,373744726;-0,316676507;0;0;0,07211127;0,437815964;Pass;CD1080;44,49364487;42,16607268;46,90434329;47,91805844;-1,482119279;20,22734776;41,783448;42,23072502;80,37590118;249,8534449;250,7242521;0,909173478;0,937418795;Pass;-0,260946667;-5,726254955;0,435735183;5,896552249;-136,4937416;0,129689901;3,79205;1,37858;50;42;3;Gut;2;1;3;Pass;420EH959969J 021062304673;52,1387877;-0,43406406;-0,28651684;0;0;0;0;Pass;CD1060;44,17409714;41,35992562;47,4881249;48,01753932;-1,039686977;15,72307613;28,65498836;28,77189989;58,65027388;250,6849186;252,0640886;0,894657003;0,938971508;Pass;-28,87935046;-8,900793729;16,32984302;13,94482366;-155,6806661;-1,944978991;3,83675;1,374;50;42
12S3;1687325662;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;12S3;IO;422,4;11,8;8,9;12,00;3;5,3;10;1;0,1;420EH959969K 021062304801;420EH959969L 021062304779;Reject;420EH959969K 021062304801;50,74351207;2,581902673;-1,281785862;0;0;10,71859642;10,82781366;Pass;EF1080;47,28933246;42,4284722;45,62728227;46,11894803;-1,464034955;20,44074048;40,41752813;39,44526494;76,23286232;246,6297448;249,0303395;0,898506057;0,940555704;Pass;-1,611012983;-7,253767472;1,492801749;8,108366632;-130,5899063;0,297582665;3,7995;1,38316;50;42;1;Schlecht;2;1;3;Pass;420EH959969L 021062304779;52,4452858;-0,373744726;-0,278976923;0;0;0,353496745;2,272710299;Pass;EF1060;47,42407452;41,11000696;45,83997564;46,79280326;-1,166860388;15,96844246;27,7251462;26,80636277;55,37588952;247,6204645;248,3079956;0,891722218;0,933849404;Pass;-30,88290708;-10,78470627;16,61688997;13,97324513;-147,5442563;1,100952326;3,88145;1,38316;50;42
13S2;1687325663;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;13S2;IO;434,4;20,7;8,9;12,00;3,1;5,7;10;1,4;0,1;420EH959969J 021062304661;420EH959969H 021062304697;Pass;420EH959969J 021062304661;52,73816488;-0,313425391;-0,28651684;0;0;0,369802708;2,263274535;Pass;CD1060;44,01528417;41,54605241;47,52620062;47,93883255;-1,026369749;15,74028961;28,61262517;28,79408618;58,73558155;250,7042889;251,9837206;0,898043799;0,935405172;Pass;-28,24670653;-8,689490296;15,95460806;13,2814724;-155,3873873;-2,320213957;3,8293;1,374;50;42;0;Medium;3;4;3;Pass;420EH959969H 021062304697;50,51332922;-0,313425391;-0,346836174;0;0;0,109613263;0,50050869;Pass;CD1080;44,494701;42,17102481;46,93764628;47,88240434;-1,485776435;20,22868925;41,77510976;42,20380991;80,38713774;249,8646801;250,866447;0,89971216;0,929934643;Pass;0,517968716;-6,248557771;0,385217272;5,764270976;-127,3595991;0,079171991;3,85165;1,38316;50;42
18S2;1687325672;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;18S2;IO;494,1;20,2;8,9;12,00;3,3;5,7;10;1,6;0,1;420EH959969H 021062304679;420EH959969J 021062304667;Pass;420EH959969H 021062304679;50,40159338;-0,373744726;-0,301596673;0;0;0,090087432;0,090087432;Pass;CD1080;44,5039477;42,17176369;46,88832219;47,90905493;-1,473088514;20,22605647;41,75984772;42,2045397;80,38889583;249,7822581;250,8835356;0,8948814;0,938596279;Pass;-0,999965393;-6,989164775;1,006573302;7,313338023;-133,3017417;0,700528021;3,80695;1,39232;50;42;3;Gut;2;1;3;Pass;420EH959969J 021062304667;52,6866583;-0,43406406;-0,28651684;0;0;0,210582815;0,610087515;Pass;CD1060;44,1541951;41,59166732;47,38275263;47,89080841;-1,019423464;15,80889648;28,6025302;28,77963555;58,77592278;250,7043744;252,0494309;0,900535886;0,934762611;Pass;-29,27141969;-9,074173569;16,41731364;14,3735044;-155,6944896;-1,857508378;3,8442;1,374;50;42
20S2;1687325676;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;20S2;IO;517,8;20;8,9;12,00;3,4;5,4;10;1,4;0,1;420EH959969H 021062304677;420EH959969J 021062304665;Pass;420EH959969H 021062304677;50,83366625;-0,494383395;-0,331756341;0;0;0,631008048;2,23977122;Pass;CD1080;44,48118501;42,14441675;46,90743712;47,87709428;-1,410133159;20,2090628;41,78233254;42,22748493;80,67303868;249,7658444;250,8984252;0,899257966;0,721750804;Pass;0,155233991;-6,568573285;1,281836427;6,239456058;-128,2239798;0,975791146;3,82185;1,38774;50;42;0;Medium;2;1;3;Pass;420EH959969J 021062304665;52,28677012;-0,373744726;-0,294056756;0,43786762;0,43786762;0,096613261;0,241214608;Pass;CD1060;45,02033591;40,72610924;47,38400076;47,87453594;-1,004981851;15,80543538;28,7906585;28,59826088;58,82027538;250,6574486;251,9585319;0,900837517;0,941971314;Pass;-29,08216838;-9,896104771;16,1028215;14,56283567;-152,4391037;-2,172000511;3,79205;1,38316;50;42
39S2;1687325625;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;39S2;IO;172,8;19;8,9;12,00;3,4;5,6;10;1,4;0,2;420EH959969J 021062304660;420EH959969H 021062304696;Pass;420EH959969J 021062304660;52,58127963;-0,313425391;0,324216424;0;0;0,205658311;0,764400123;Pass;CD1060;44,92778742;40,62580274;47,50414645;47,98702067;-1,044757282;15,74798721;28,79336499;28,62568775;58,72614173;250,677486;252,0634458;0,910379874;0,729841361;Pass;-28,9013593;-9,212359113;15,97076811;14,09586891;-154,5633875;-2,304053904;3,8293;1,33278;50;42;4;Gut;3;4;3;Pass;420EH959969H 021062304696;50,33346155;-0,43406406;-0,331756341;0;0;0;0;Pass;CD1080;44,47707129;42,16795343;46,87288847;47,969146;-1,487059179;20,20534879;41,80042129;42,21155051;80,14307516;249,7001374;250,8391266;0,897792062;0,935979374;Pass;0,212947498;-6,593212807;0,148211888;6,223398227;-127,6661945;-0,157833393;3,85165;1,38316;50;42
42S2;1687325630;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;42S2;IO;208,3;19,2;8,9;12,00;3,3;5,5;10;1,7;0,1;420EH959969H 021062304680;420EH959969J 021062304668;Pass;420EH959969H 021062304680;50,76459972;-0,373744726;-0,30913659;0;0;0,134339094;0,374675557;Pass;CD1080;44,51374348;42,15162427;46,90192814;47,93954303;-1,506838919;20,22585265;41,76878948;42,2294149;80,27621466;249,8735815;250,7583593;0,895849415;0,93966336;Pass;-0,191795101;-5,149279828;0,560562155;5,461793785;-140,3873048;0,254516873;3,8442;1,38774;50;42;3;Gut;2;1;3;Pass;420EH959969J 021062304668;51,8624442;-0,43406406;-0,30913659;0;0;0;0;Pass;CD1060;44,03748779;41,51245971;47,48346175;47,98414825;-1,017557501;15,72820116;28,62341908;28,79193956;58,77195524;250,7622751;251,9581959;0,892701596;0,938179014;Pass;-28,70553884;-9,721513425;16,28540202;14,14817777;-152,3601974;-1,989419992;3,79205;1,38774;50;42
46S2;1687325637;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;46S2;IO;255,5;19,6;8,9;12,00;3,3;5,5;10;1,6;0,1;420EH959969H 021062304676;420EH959969J 021062304664;Pass;420EH959969H 021062304676;51,37238829;-0,494383395;-0,376995842;0;0;0,372437146;3,459188635;Pass;CD1080;44,50015564;42,13879267;46,94978648;47,8938582;-1,482592986;20,24013629;41,78481116;42,20679186;80,39079428;249,7949938;250,8190039;0,900333296;0,93899972;Pass;0,214299906;-5,4639954;1,291482833;5,373053786;-135,0331137;0,985437552;3,85165;1,374;50;42;0;Medium;2;1;3;Pass;420EH959969J 021062304664;51,91440587;-0,373744726;-0,256357172;0;0;0;0;Pass;CD1060;44,11827068;41,62449558;47,37122689;47,8453518;-0,959344952;15,80362164;28,61367711;28,77914184;59,15038459;250,7057233;251,9199181;0,904621468;0,937414514;Pass;-28,46155593;-10,76300831;16,2545081;14,45236696;-148,2501803;-2,020313914;3,77715;1,38316;50;42
48S2;1687325641;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;48S2;IO;279,2;19,9;8,9;12,00;3,2;5,3;10;1,3;0,1;420EH959969H 021062304697;420EH959969J 021062304662;Pass;420EH959969H 021062304697;50,51332922;-0,313425391;-0,346836174;0;0;0,109613263;0,50050869;Pass;CD1080;44,494701;42,17102481;46,93764628;47,88240434;-1,485776435;20,22868925;41,77510976;42,20380991;80,38713774;249,8646801;250,866447;0,89971216;0,929934643;Pass;0,517968716;-6,248557771;0,385217272;5,764270976;-127,3595991;0,079171991;3,85165;1,38316;50;42;3;Gut;2;1;3;Pass;420EH959969J 021062304662;52,8002098;-0,373744726;-0,361916008;0;0;2,568077233;5,062407435;Pass;CD1060;44,0433523;41,57518788;47,44331235;47,92504483;-0,986897357;15,78067765;28,59380895;28,79547875;58,90524827;250,8522829;251,8108853;0,895482355;0,69661253;Pass;-28,91295145;-9,273221273;15,54625156;14,13256677;-154,3607466;-2,728570452;3,86655;1,374;50;42
48S3;1687325641;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;48S3;IO;279,3;11;8,9;12,00;2,7;5;10;0,8;0,1;420EH959969K 021062304871;420EH959969L 021062304710;Pass;420EH959969K 021062304871;51,00377042;-0,373744726;-0,28651684;0;0;0,400004038;4,181971532;Pass;EF1080;47,22914714;42,48294709;45,65614815;46,17860665;-1,546849036;20,47085657;40,41849075;39,49598705;76,13139865;246,6440882;249,0672624;0,902853675;0,720214453;Pass;-0,342885486;-6,960574316;0,921315003;7,102729733;-124,3481601;-0,273904081;3,8293;1,3969;50;42;0;Medium;2;1;3;Pass;420EH959969L 021062304710;52,70472153;-0,373744726;-0,316676507;0;0;0;0;Pass;EF1060;47,38070948;41,06791916;45,89166852;46,86392813;-1,204225283;15,91963959;27,75599716;26,77916277;55,38172448;247,619959;248,2546736;0,890026911;0,947382126;Pass;-29,96565619;-9,746146866;16,41969986;12,64775608;-149,2845499;0,903762219;3,82185;1,38316;50;42
07S3;1687341459;710;3840;0EH902171E;#0EH902171E    ###*1PS VWS65L0M51S*=;07S3;IO;362,7;11,7;8,9;12,00;3;5,1;10;1,5;0;420EH959969L 021062307114;420EH959969K 021062307378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pass;420EH959969K 021062307378;50,42428694;-0,313425391;0,346836174;0,065499348;0,073075508;0;0;Pass;EF1080;47,31183702;42,53948232;45,69171483;46,1527633;-1,695797471;20,43434614;40,43961978;39,48043513;75,41973731;246,7138173;248,9393799;0,919058602;0,927627484;Pass;-1,694602938;-6,026112801;2,003967007;7,281719615;-137,3903368;0,808747923;4,32845;1,35568;51;42
07S2;1687347609;723;3900;0EH902171E;#0EH902171E    ###*1PS VWS65L0Q01R*=;07S2;IO;362,2;20,3;8,9;12,00;2,8;5,9;10;1,6;0;420EH959969J 021062308453;420EH959969H 021062308471;Pass;420EH959969J 021062308453;52,59190805;-0,373744726;-0,256357172;0;0;0;0;Pass;CD1060;43,59145748;42,02811361;47,41413512;47,97155158;-1,005257787;15,68663959;28,53881737;28,88374248;59,10738533;250,7029243;251,9773264;0,905683467;0,906738948;Pass;-29,92223654;-10,81199486;16,92508977;15,73703978;-150,8978942;-1,349732244;4,3508;1,37858;51;42;3;Gut;3;4;1;Pass;420EH959969H 021062308471;51,18519957;-0,373744726;-0,316676507;0;0;0;0;Pass;CD1080;44,48390751;42,18490297;46,88838924;47,91914251;-1,476342233;20,19828443;41,75691103;42,23208336;80,47166876;249,8901947;250,8051249;0,853887507;0,903301305;Pass;-1,001398147;-5,060904766;1,963669155;6,057386777;-145,9225175;1,657623874;4,37315;1,37858;51;42
07S3;1687347609;732;3950;0EH902171E;#0EH902171E    ###*1PS VWS65L0Q01R*=;07S3;IO;362,4;11,4;8,9;12,00;2,9;5,3;10;1,2;0;420EH959969L 021062308506;420EH959969K 021062308519;Pass;420EH959969L 021062308506;52,77400756;-0,313425391;0,28651684;0;0;0;0;Pass;EF1060;46,63261603;41,8661427;45,84943117;46,86086693;-1,209056831;15,92492939;27,59646525;26,95944858;55,50434956;247,818809;248,1522018;0,907029537;0,928864627;Pass;-30,77475908;-8,421102299;16,9394059;12,7613336;-156,2719481;1,423468255;4,3955;1,38774;51;42;4;Gut;3;4;1;Pass;420EH959969K 021062308519;50,9381485;-0,373744726;-0,324216424;0;0;0;0;Pass;EF1080;46,49770115;43,27796352;45,67096875;46,20320266;-1,649836081;20,41332723;40,24797779;39,67996141;75,74257806;246,6624361;248,9653738;0,925447179;0,910195594;Pass;-1,456074636;-4,945387773;3,500367038;6,405957908;-143,0694237;2,305147955;4,32845;1,38316;51;42
08S2;1687347610;723;3900;0EH902171E;#0EH902171E    ###*1PS VWS65L0Q01R*=;08S2;IO;374,2;20,5;8,9;12,00;2,6;5,9;10;1,2;0,1;420EH959969H 021062308480;420EH959969J 021062308440;Pass;420EH959969H 021062308480;50,53713172;-0,253106056;0,301596673;0;0;0;0;Pass;CD1080;44,48238802;42,17363364;46,88296058;47,92395045;-1,462932692;20,20523592;41,76966356;42,22879717;80,5383492;249,9608394;250,441646;0,890835532;0,959804102;Pass;-0,075324657;-4,634739735;1,817846786;5,054275736;-144,0414381;1,511801505;4,41785;1,40148;51;42;4;Gut;2;1;1;Pass;420EH959969J 021062308440;52,86052914;-0,373744726;-0,271437006;0;0;0;0;Pass;CD1060;44,04642159;41,5994642;47,42476324;47,98363664;-1,054285674;15,72111083;28,58733566;28,80219517;58,67291994;250,8676444;251,8854259;0,906016171;0,914812397;Pass;-30,11137919;-11,3072738;16,02896265;16,14678764;-149,6886432;-2,245859364;4,321;1,39232;51;42
08S3;1687347611;732;3950;0EH902171E;#0EH902171E    ###*1PS VWS65L0Q01R*=;08S3;IO;374,4;11,6;8,9;12,00;2,9;5,2;10;0,9;0,1;420EH959969K 021062308528;420EH959969L 021062308493;Reject;420EH959969K 021062308528;51,2569213;1,677112653;-0,912329937;0,035745701;0,035745701;5,751459201;7,140341543;Pass;EF1080;46,53211926;43,28946521;45,66293336;46,18031744;-1,66483527;20,43055376;40,26866584;39,66715919;75,50296237;246,6460991;248,8658649;0,890752566;0,934924071;Pass;-1,325895442;-6,211814353;2,417480365;7,146524742;-134,2918413;1,222261281;4,34335;1,37858;51;42;1;Schlecht;2;1;1;Pass;420EH959969L 021062308493;52,77454807;1,073919306;-0,731371933;0;0;3,04280976;3,318926361;Pass;EF1060;46,64350603;41,84691397;45,86358554;46,8760484;-1,230053937;15,94948941;27,61023646;26,9596983;55,33069325;247,8126492;248,3152371;0,913282562;0,913456783;Pass;-31,00372342;-8,047728491;16,68368437;12,82804027;-158,210512;1,167746724;4,3657;1,39232;51;42
12S2;1687347618;723;3900;0EH902171E;#0EH902171E    ###*1PS VWS65L0Q01R*=;12S2;IO;422;20,6;8,9;12,00;3,3;5,6;10;1,6;0,1;420EH959969H 021062308476;420EH959969J 021062307490;Pass;420EH959969H 021062308476;50,9054049;-0,313425391;-0,301596673;0;0;0;0;Pass;CD1080;44,46113798;42,16360851;46,9187939;47,94440113;-1,487941509;20,21579509;41,79610892;42,23144696;80,54682193;249,891874;250,7521773;0,922544056;0,915636653;Pass;-1,011185218;-5,673623867;1,426962053;6,428440227;-141,443528;1,120916771;4,40295;1,3969;51;42;3;Gut;2;1;1;Pass;420EH959969J 021062307490;52,26514829;-0,43406406;0,278976923;0;0;0;0;Pass;CD1060;45,14071552;40,74897617;47,35218944;48,02830383;-1,270184963;15,76104117;28,86146787;28,59058788;57,86286914;250,5937127;251,7554564;0,91873433;0,954051807;Pass;-29,34681256;-10,62316204;16,99152557;15,14285416;-150,463243;-1,283296445;;;;42
12S3;1687347618;732;3950;0EH902171E;#0EH902171E    ###*1PS VWS65L0Q01R*=;12S3;IO;422,2;11,7;8,9;12,00;2,6;5,3;10;1,1;0,1;420EH959969K 021062308524;420EH959969L 021062308512;Pass;420EH959969K 021062308524;51,1598339;-0,43406406;-0,278976923;0;0;0,797167015;1,985642703;Pass;EF1080;46,56918791;43,24851259;45,6410628;46,26072984;-1,719493138;20,41806874;40,27853589;39,69205664;75,37290374;246,6208342;248,9045023;0,914182502;0,932513318;Pass;-0,920913065;-6,008229953;2,428298783;6,719619849;-133,0322058;1,2330797;4,3806;1,38774;51;42;0;Gut;2;1;1;Pass;420EH959969L 021062308512;52,67293276;-0,373744726;-0,294056756;0;0;0;0;Pass;EF1060;46,51334294;41,99024572;45,86204235;46,90236279;-1,267993793;15,93045837;27,61487102;26,96013767;55,16633104;247,5930334;248,3038995;0,913770445;0,915994067;Pass;-31,1472015;-9,922344612;17,49330552;13,76097125;-151,1669543;1,977367876;4,4998;1,37858;51;42
14S3;1687347621;732;3950;0EH902171E;#0EH902171E    ###*1PS VWS65L0Q01R*=;14S3;IO;446,1;11,9;8,9;12,00;3,2;5,4;10;1,8;0;420EH959969K 121062308522;420EH959969L 021062308510;Pass;420EH959969K 121062308522;51,16075083;-0,253106056;-0,248817255;0;0;0,17785036;0,17785036;Pass;EF1081;46,4666049;43,260064;45,5804406;46,17360479;-1,480714301;20,36855201;40,27527361;39,67423312;76,36607328;257,5835866;247,8646305;0,918871884;0,922627523;Pass;-1,701669334;-7,459329226;1,663561041;8,29569144;-132,0577269;0,330209842;4,40295;1,3969;51;42;3;Gut;2;1;1;Pass;420EH959969L 021062308510;53,3075287;-0,313425391;-0,324216424;0;0;0;0;Pass;EF1060;47,31185976;41,14260837;45,86000137;46,906113;-1,220582499;15,92519359;27,75612276;26,81962706;55,23766465;247,62382;248,2654;0,905455674;0,918001218;Pass;-31,39885933;-9,367873541;17,37377993;13,72746306;-153,7016859;1,85784229;4,4998;1,38316;51;42
47S3;1687347595;732;3950;0EH902171E;#0EH902171E    ###*1PS VWS65L0Q01R*=;47S3;IO;267,5;10,4;8,9;12,00;3,4;5;10;1,4;0;420EH959969L 021062308491;420EH959969K 021062308527;Pass;420EH959969L 021062308491;51,7469734;-0,313425391;-0,361916008;0;0;0,850010732;1,207880989;Pass;EF1060;47,16563875;41,07515254;45,94390179;46,94697194;-1,131665025;15,90501428;27,74125845;26,82544338;55,62370019;247,7348646;248,2637786;0,911877772;0,929543698;Pass;-30,47933763;-7,826749583;17,13925888;12,25909749;-158,2597739;1,623321236;4,38805;1,374;51;42;3;Gut;3;4;1;Pass;420EH959969K 021062308527;51,31453849;-0,313425391;-0,324216424;0;0;0;0;Pass;EF1080;46,52333003;43,27382427;45,67247182;46,1696406;-1,639266723;20,42510622;40,25292809;39,66921968;75,60704607;246,7676084;248,9125817;0,914182355;0,924948912;Pass;-1,158185433;-5,861019915;3,173887312;6,779465667;-135,3476373;1,978668229;4,44765;1,38316;51;42
02S3;1687158077;732;3950;0EH902171E;#0EH902171E    ###*1PS VWS65J0BD1N*=;02S3;IO;303,2;11,4;8,9;12,00;3,4;5,3;10;1,5;0,1;300EH959969K 019062305231;300EH959969L 019062305196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pass;300EH959969L 019062305196;-0,874151417;0,289200979;0,746436806;0;0;0;0;Pass;EF1060;47,16004605;41,52717502;45,42370271;46,43763177;-0,548555554;15,67087604;28,0237752;27,16965758;58,65379121;246,7877837;245,6943468;0,915673787;0,955728507;Pass;-28,81538477;-1,898311551;15,05056525;10,97888055;153,298435;-0,929402641;4,68605;1,33736;50;30
