pin_position;weld_time;energy_input;laser_energy;stator_id;ProduktID;Pinbezeichnung;Ergebnis;Pinspitze_X;Pinspitze_Y;Abstand_Pins_horizontal;Abstand_Pins_vertikal;Breite;Laenge;Anzahl_Kreise;min_relative_Hoehe;max_Abweichung_Konzentrizitaet;left_pin_id;right_pin_id;Drahtprüfung_Ergebnis_x;Pin_ID_x;Differenz_Abisolierposition_x;Differenz_Abisolierlaenge_max_x;Differenz_Abisoliermitte_max_x;Isolations-Einzeldefektflaeche_max_x;Isolations-Gesamtdefektflaeche_x;Abisolierungs-Einzeldefektflaeche_max_x;Abisolierungs-Gesamtdefektflaeche_x;Dachbiegen_Ergebnis_x;Pin_Type_x;Dachwinkel_links_x;Dachwinkel_rechts_x;Schenkelwinkel_links_x;Schenkelwinkel_rechts_x;Winkelsumme_x;Dachlaenge_x;Schulterlaenge_links_x;Schulterlaenge_rechts_x;Pinbreite_Fuss_x;Schenkellaenge_links_x;Schenkellaenge_rechts_x;Praegung_links_x;Praegung_rechts_x;3D_Biegen_Ergebnis_x;X_x;Y_x;Verdrehung_x;Abweichung_relativ_x;Winkel_relativ_x;Verdrehung_relativ_x;schnittkraft_x;praegekraft_x;cutting_machine_x;forming_machine_x;Abisolieren_Cluster_x;Abisolieren_eval_x;Dachbiegen_Cluster_x;3D_Biegen_Cluster_x;Schneiden_Cluster_x;Drahtprüfung_Ergebnis_y;Pin_ID_y;Differenz_Abisolierposition_y;Differenz_Abisolierlaenge_max_y;Differenz_Abisoliermitte_max_y;Isolations-Einzeldefektflaeche_max_y;Isolations-Gesamtdefektflaeche_y;Abisolierungs-Einzeldefektflaeche_max_y;Abisolierungs-Gesamtdefektflaeche_y;Dachbiegen_Ergebnis_y;Pin_Type_y;Dachwinkel_links_y;Dachwinkel_rechts_y;Schenkelwinkel_links_y;Schenkelwinkel_rechts_y;Winkelsumme_y;Dachlaenge_y;Schulterlaenge_links_y;Schulterlaenge_rechts_y;Pinbreite_Fuss_y;Schenkellaenge_links_y;Schenkellaenge_rechts_y;Praegung_links_y;Praegung_rechts_y;3D_Biegen_Ergebnis_y;X_y;Y_y;Verdrehung_y;Abweichung_relativ_y;Winkel_relativ_y;Verdrehung_relativ_y;schnittkraft_y;praegekraft_y;cutting_machine_y;forming_machine_y
48S2;1687740024;713;3850;0EH902171E;#0EH902171E    ###*1PS VWS65P1L31U*=;48S2;NIO;276,7;21;8,1;14,20;2,9;6;10;0,2;2,3;370EH959969H 025062331045;370EH959969J 025062331010;Pass;370EH959969H 025062331045;-0,43243513;0,277773727;-0,384372724;0,024447972;0,024447972;0,10452738;0,305540266;Pass;CD1080;44,0452837;42,61655606;46,80260497;47,77830043;-1,242745156;20,25647969;41,94251576;42,6384859;82,40473784;246,8008082;248,2336829;0,879239929;0,898322382;Pass;9,655811681;0,012777501;0,75390977;1,558809069;-40,31768157;-2,951728527;3,86655;1,62132;51;37;3;Gut;2;2;2;Pass;370EH959969J 025062331010;-0,656924713;0,398361249;-0,369299284;0;0;0;0;Pass;CD1060;44,82060368;41,00553134;47,19064809;47,93060525;-0,947388356;15,90260074;29,20099989;29,15360129;60,85024091;249,2539705;249,5600917;0,892058291;0,900130987;Pass;-19,66951442;-6,03651582;15,7582946;1,718716582;-38,47391449;-1,813130623;3,76225;1,57094;51;37
04S2;1687168484;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0K61P*=;04S2;NIO;324,4;20,4;9,2;14,20;2,7;5,6;10;0,3;1,7;400EH959969H 019062308563;400EH959969J 019062308528;Pass;400EH959969H 019062308563;-2,11195036;-0,204576357;-0,429593044;0;0;1,79077576;2,543725787;Pass;CD1080;44,34453541;41,97219905;46,56438384;47,79443098;-0,675549282;20,04911189;41,8429112;42,36904136;84,21422498;246,5920047;247,3380177;0,871197584;0,881273883;Pass;2,26996772;2,071895375;2,024188261;6,285709947;170,3790204;-1,681450036;3,7846;1,6946;50;37;0;Medium;2;0;2;Pass;400EH959969J 019062308528;-0,581995458;-0,325163879;0,437129764;0;0;0,076160267;1,295012968;Pass;CD1060;44,76706317;41,09821831;46,92797055;47,72689193;-0,520143958;15,52060146;29,0079735;29,00134547;61,65748443;249,0004264;248,8931453;0,872198341;0,884800972;Pass;-17,94193461;-2,992198457;18,1075309;3,65306453;32,72741883;0,536105677;3,7697;1,73124;50;37
04S2;1687352881;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0AI1T*=;04S2;NIO;324,6;20,2;8,9;14,00;2,2;5,8;10;0,2;2;420EH959969H 021062304026;420EH959969J 021062303991;Pass;420EH959969H 021062304026;50,32782971;-0,313425391;-0,331756341;0;0;0,438229209;2,754054747;Pass;CD1080;44,49107245;42,14788011;46,91015579;47,95511512;-1,50422347;20,22946209;41,77740732;42,24129454;80,30629129;249,8040474;250,823166;0,895839962;0,939616332;Pass;0,76257606;-6,411890046;0,381576705;5,753156193;-124,4349901;0,075531424;3,83675;1,37858;50;42;0;Medium;2;1;3;Pass;420EH959969J 021062303991;52,15886412;-0,373744726;-0,346836174;0;0;0,72998025;3,907439038;Pass;CD1060;44,92538777;40,65904669;47,46025067;47,94815041;-0,992835537;15,75021405;28,81663243;28,63453868;59,09025998;250,755087;251,9026475;0,899097589;0,940014297;Pass;-28,21747308;-8,715579718;16,45423769;13,26580929;-155,2323579;-1,820584322;3,874;1,374;50;42
15S1;1687352899;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0AI1T*=;15S1;NIO;458,3;29,6;0;13,90;3,5;5,9;10;1,1;0,1;420EH959969G 021062303923;420EH959969F 021062303980;Pass;420EH959969G 021062303923;51,73431488;-0,373744726;-0,271437006;0;0;0,515988162;2,529559346;Pass;AB1060;43,86907647;40,91988539;47,84392513;48,60723096;-1,24011795;16,12188968;30,41094469;30,74112926;61,37809091;252,5794808;253,8205822;0,90005258;0,934823134;Pass;-28,08462164;-7,083015914;15,98424735;12,35304922;-159,1650474;-3,154013104;3,82185;1,38774;50;42;0;Medium;1;4;3;Pass;420EH959969F 021062303980;50,01003707;-0,373744726;-0,294056756;1,396475721;1,396475721;0,209429173;0,508412002;Pass;AB1080;44,39556271;40,55701599;47,48486674;48,00965578;-0,447101216;19,85290527;44,11806878;44,74947977;88,89713698;250,4136074;251,9328303;0,915846105;0,940354634;Pass;0,740432906;-4,096638055;0,594108767;6,4082554;-134,3225105;0,552770539;3,7846;1,37858;50;42
16S3;1687339096;712;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0KP13*=;16S3;NIO;468,8;11,5;8,9;13,80;3;5,1;10;0,1;2;340EH959969K 221062310451;340EH959969L 021062310439;Pass;340EH959969K 221062310451;0,538106052;-0,292096722;-0,892110522;0;0;0,402573694;0,402573694;Pass;EF1082;47,0103146;41,9520469;45,48498541;46,15289198;-0,600238886;20,10467628;40,17965126;39,10983303;79,53307203;261,5963202;245,2773439;0,933399972;0,911059337;Pass;6,639069016;-1,473704806;0,292185935;7,261898115;-69,55940718;-1,220796358;4,3508;1,374;51;34;3;Gut;2;2;1;Pass;340EH959969L 021062310439;0,727189188;-0,292096722;-0,899607249;0;0;0;0;Pass;EF1060;47,18763023;41,23066726;45,76130905;46,74970148;-0,929308025;15,7919654;27,64050782;26,6028607;55,93625073;247,0144531;247,3839607;0,899212446;0,920023314;Pass;-20,13324894;-5,309233363;15,14332854;7,047492432;-71,9055333;-2,692074263;4,28375;1,40148;51;34
07S3;1687163538;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0H21I*=;07S3;NIO;361;11,8;9,1;13,80;2,6;5,5;10;0,2;2;400EH959969L 019062307414;400EH959969K 019062307427;Pass;400EH959969L 019062307414;-0,694423005;0,398361249;0,263785203;0;0;0;0;Pass;EF1060;47,09797138;41,29567306;45,35245985;46,56927185;-0,315376146;15,66756772;27,92358899;27,08055677;59,48105608;246,300808;246,8052892;0,863476734;0,881153353;Pass;-19,61498596;-5,312399823;17,91515879;3,487333243;-140,1692845;0,049858974;3,73245;1,7175;50;37;4;Gut;3;4;2;Pass;400EH959969K 019062307427;-2,144694627;-0,204576357;-0,474813365;0;0;0;0;Pass;EF1080;46,27241479;43,03675519;45,25640423;45,9947322;-0,5603064;20,2221746;40,33189861;39,76191884;80,62594857;244,5794794;244,1091882;0,854980745;0,890079544;Pass;0,04959492;2,132520772;4,93047482;7,504543723;162,1909138;0,496304067;3,725;1,72208;50;37
01S1;1687052689;703;3800;0EH902171E;#0EH902171E    ###*1PS VWS65I01K1J*=;01S1;NIO;291,5;29,3;0;13,40;3,2;5,9;10;1,5;0,2;400EH959969G 018062300435;400EH959969F 118062300450;Pass;400EH959969G 018062300435;-1,812314949;0,277773727;-0,422056324;0;0;0,117794773;0,404163486;Pass;AB1060;44,41133647;40,47196094;47,33442509;48,28659735;-0,504319839;15,8343003;30,75201396;30,97425081;65,05038488;251,196176;251,6447887;0,853488267;0,879705565;Pass;-16,86716167;-2,088504784;16,47623174;2,130935223;140,9508418;-0,242896273;3,82185;1,73124;50;37;3;Gut;1;0;2;Pass;400EH959969F 118062300450;-2,981759153;0,338067488;-0,467276645;0;0;0,052849016;0,220795215;Pass;AB1081;44,49159809;40,62834127;47,23653081;48,05010279;-0,406572962;19,96674843;44,56181675;45,29615738;90,19340603;250,1942324;260,9505474;0,856591558;0,88389282;Pass;3,239131295;4,558494543;3,860467763;7,351408806;142,6528944;2,614440148;3,7995;1,72208;50;37
04S3;1687158081;732;3950;0EH902171E;#0EH902171E    ###*1PS VWS65J0BD1N*=;04S3;NIO;327,3;11,6;8,9;13,30;3,4;5;10;1,5;0,1;300EH959969K 019062305229;300EH959969L 019062305194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pass;300EH959969L 019062305194;-0,95917392;0,409837231;0,761516338;0;0;0;0;Pass;EF1060;47,15817504;41,62588142;45,36033122;46,42898295;-0,573370633;15,70191322;28,00868906;27,17966506;58,43875965;246,7611196;245,6519597;0,91455143;0,957737613;Pass;-28,35123752;-1,901782616;15,16711833;10,56466875;152,1840823;-0,812849565;4,4849;1,3282;50;30
06S2;1687052850;703;3800;0EH902171E;#0EH902171E    ###*1PS VWS65I01K1J*=;06S2;IO;350,9;20,8;8,8;12,50;3,4;5,4;10;1,5;0,1;400EH959969H 018062300503;400EH959969J 018062300468;Pass;400EH959969H 018062300503;-2,501572339;0,277773727;-0,331615683;0;0;0,043280205;0,043280205;Pass;CD1080;44,2791948;42,01243147;46,53379874;47,75670662;-0,582131626;20,01058317;41,81738758;42,38925549;84,87788931;246,6038347;247,3190778;0,858529328;0,884716463;Pass;2,62989061;2,208957569;2,958163002;5,956958528;168,5003441;-0,747475296;3,82185;1,72666;50;37;3;Gut;2;0;2;Pass;400EH959969J 018062300468;-0,337086054;0,338067488;-0,361762564;0;0;0,609553595;0,934384177;Pass;CD1060;44,7176832;41,13408525;46,8984272;47,69200459;-0,442200241;15,50448063;29,00181371;29,01190858;62,04081217;248,9949887;248,8946303;0,856524259;0,886759788;Pass;-17,4971715;-3,15157694;18,03747035;3,958812461;27,29865756;0,466045134;3,7995;1,7175;50;37
14S2;1687163550;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0H21I*=;14S2;IO;446,4;20,8;8,9;12,50;2,5;5,9;10;0,5;0,4;400EH959969H 019062307382;400EH959969J 019062307370;Pass;400EH959969H 019062307382;-2,046222227;0,338067488;0,316542243;0;0;0;0;Pass;CD1080;44,33044547;42,00470279;46,55319408;47,82939441;-0,717736744;20,03622344;41,83830542;42,39933755;84,18116038;246,6007255;247,30267;0,857210087;0,88485171;Pass;2,40109994;1,359140474;2,447134947;6,075565269;176,8129667;-1,25850335;3,7697;1,71292;50;37;4;Gut;2;0;2;Pass;400EH959969J 019062307370;-0,413682931;-0,264870118;-0,346689124;0;0;0,038173447;0,038173447;Pass;CD1060;44,78146341;41,12318084;46,91652176;47,66751629;-0,48868229;15,52812187;29,00993349;28,99822253;61,59750875;249,0303712;248,8916354;0,855194195;0,880801603;Pass;-18,6237539;-3,184572736;18,8780173;2,982653575;36,70288881;1,30659208;3,7548;1,72208;50;37
12S1;1687352894;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0AI1T*=;12S1;IO;422;29,7;0;12,40;2,8;6,4;10;1,3;0,1;420EH959969F 021062303949;420EH959969G 021062303937;Pass;420EH959969F 021062303949;50,25697543;-0,313425391;-0,278976923;0;0;0,405548409;2,804952768;Pass;AB1080;44,39194694;40,51708377;47,47743847;48,00332387;-0,389793039;19,86983544;44,12385968;44,75737036;89,31285352;250,4365088;251,7392937;0,889721934;0,946504698;Pass;0,799278157;-4,395935803;0,651546906;6,586056449;-132,1365013;0,610208678;3,89635;1,37858;50;42;0;Medium;2;1;3;Pass;420EH959969G 021062303937;51,35565139;-0,373744726;-0,316676507;0;0;0,558104725;4,49483251;Pass;AB1060;43,95893277;40,81246506;47,83250113;48,58630983;-1,190208788;16,10191604;30,43356625;30,71706893;61,43768283;252,6837505;253,7568762;0,896762147;0,935233783;Pass;-27,91407741;-6,222504041;17,10658249;11,91082596;-162,7443046;-2,031677968;3,86655;1,33278;50;42
16S3;1687168506;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0K61P*=;16S3;IO;470,3;11,6;9;12,40;2,8;5,1;10;0,7;0,3;400EH959969K 219062308599;400EH959969L 019062308587;Pass;400EH959969K 219062308599;-2,17869076;0,338067488;0,339152403;0;0;0,069730162;0,601579586;Pass;EF1082;46,35579988;43,10433051;45,24768461;46,07906202;-0,786877017;20,22338375;40,3635182;39,8064508;79,62085743;261,2163697;243,8572092;0,865894481;0,879966919;Pass;0,034876262;1,831217262;3,656236468;8,919195553;156,576207;0,9355158;3,74735;1,70834;50;37;4;Gut;2;0;2;Pass;400EH959969L 019062308587;-0,161944414;0,277773727;-0,422056324;0;0;0,139714815;0,591298205;Pass;EF1060;47,23190904;41,38129205;45,36788526;46,6082769;-0,589363252;15,72836549;27,97605116;27,14845478;58,38242216;246,3317667;246,781345;0,872692228;0,883548136;Pass;-19,08873738;-4,769127131;18,02257935;2,736401352;-141,8472626;0,157279531;3,73245;1,72208;50;37
06S1;1687052850;703;3800;0EH902171E;#0EH902171E    ###*1PS VWS65I01K1J*=;06S1;IO;350,9;29,6;0;12,40;3,3;6,1;10;1,6;0,1;400EH959969F 018062300455;400EH959969G 018062300417;Pass;400EH959969F 018062300455;-3,690671737;0,277773727;-0,339152403;0;0;0,080130306;0,305557232;Pass;AB1080;44,48483;40,67016832;47,21342571;48,08671598;-0,455139999;19,98498002;44,53328575;45,28540285;90,10730055;250,3596646;249,7383387;0,855788357;0,883164635;Pass;4,361943541;3,822857012;3,620400881;7,193466493;145,2152255;2,336151259;3,8144;1,72666;50;37;3;Gut;2;0;2;Pass;400EH959969G 018062300417;-1,129445542;-0,264870118;-0,399446164;0;0;0,06447071;0,06447071;Pass;AB1060;44,4068861;40,38861431;47,33084036;48,30224205;-0,428582818;15,82761294;30,76944619;30,96505518;65,51396518;251,1940617;251,6384411;0,854553058;0,883468492;Pass;-17,16207317;-1,180329422;16,24851796;2,977770454;130,9035684;-0,470610056;3,76225;1,72666;50;37
08S1;1687165941;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0IO1+*=;08S1;IO;374,6;29,8;0;12,40;3,5;6,1;10;1,5;0,1;330EH959969F 019062307205;330EH959969G 019062307165;Pass;330EH959969F 019062307205;1,060103862;0,371416484;-0,465844233;0;0;0,065098336;0,1811637;Pass;AB1080;44,54780013;40,64680424;47,53075326;48,13837535;-0,863732972;19,83580971;44,27052437;45,11937597;87,98886016;249,9546748;250,8502068;0,916853519;0,944442332;Pass;7,051151137;-0,634151929;1,348051346;2,0570084;-15,89386953;0,886559515;;;;33;3;Gut;2;2;0;Pass;330EH959969G 019062307165;0,998729219;0,371416484;-0,473357849;0;0;0;0;Pass;AB1060;44,40833412;40,31571936;47,49671906;48,3787797;-0,599552233;15,78719052;30,55049324;30,7769175;64,63896478;250,9764692;253,0491154;0,899066105;0,912669729;Pass;-14,60321385;-3,689962041;14,19502141;1,89333015;-55,52001444;-1,325166741;;;;33
08S1;1687165941;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0IO1+*=;08S1;IO;374,6;29,8;0;12,40;3,5;6,1;10;1,5;0,1;330EH959969F 019062307205;330EH959969G 019062307165;Pass;330EH959969F 019062307205;1,060103862;0,371416484;-0,465844233;0;0;0,065098336;0,1811637;Pass;AB1080;44,54780013;40,64680424;47,53075326;48,13837535;-0,863732972;19,83580971;44,27052437;45,11937597;87,98886016;249,9546748;250,8502068;0,916853519;0,944442332;Pass;7,051151137;-0,634151929;1,348051346;2,0570084;-15,89386953;0,886559515;;;;33;3;Gut;2;2;0;Pass;330EH959969G 019062307165;0,998729219;0,371416484;-0,473357849;0;0;0;0;Pass;AB1060;44,40833412;40,31571936;47,49671906;48,3787797;-0,599552233;15,78719052;30,55049324;30,7769175;64,63896478;250,9764692;253,0491154;0,899066105;0,912669729;Pass;-14,60321385;-3,689962041;14,19502141;1,89333015;-55,52001444;-1,325166741;3,5611;1,52972;50;33
08S1;1687165941;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0IO1+*=;08S1;IO;374,6;29,8;0;12,40;3,5;6,1;10;1,5;0,1;330EH959969F 019062307205;330EH959969G 019062307165;Pass;330EH959969F 019062307205;1,060103862;0,371416484;-0,465844233;0;0;0,065098336;0,1811637;Pass;AB1080;44,54780013;40,64680424;47,53075326;48,13837535;-0,863732972;19,83580971;44,27052437;45,11937597;87,98886016;249,9546748;250,8502068;0,916853519;0,944442332;Pass;7,051151137;-0,634151929;1,348051346;2,0570084;-15,89386953;0,886559515;3,64305;1,52514;50;33;3;Gut;2;2;0;Pass;330EH959969G 019062307165;0,998729219;0,371416484;-0,473357849;0;0;0;0;Pass;AB1060;44,40833412;40,31571936;47,49671906;48,3787797;-0,599552233;15,78719052;30,55049324;30,7769175;64,63896478;250,9764692;253,0491154;0,899066105;0,912669729;Pass;-14,60321385;-3,689962041;14,19502141;1,89333015;-55,52001444;-1,325166741;;;;33
08S1;1687165941;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0IO1+*=;08S1;IO;374,6;29,8;0;12,40;3,5;6,1;10;1,5;0,1;330EH959969F 019062307205;330EH959969G 019062307165;Pass;330EH959969F 019062307205;1,060103862;0,371416484;-0,465844233;0;0;0,065098336;0,1811637;Pass;AB1080;44,54780013;40,64680424;47,53075326;48,13837535;-0,863732972;19,83580971;44,27052437;45,11937597;87,98886016;249,9546748;250,8502068;0,916853519;0,944442332;Pass;7,051151137;-0,634151929;1,348051346;2,0570084;-15,89386953;0,886559515;3,64305;1,52514;50;33;3;Gut;2;2;0;Pass;330EH959969G 019062307165;0,998729219;0,371416484;-0,473357849;0;0;0;0;Pass;AB1060;44,40833412;40,31571936;47,49671906;48,3787797;-0,599552233;15,78719052;30,55049324;30,7769175;64,63896478;250,9764692;253,0491154;0,899066105;0,912669729;Pass;-14,60321385;-3,689962041;14,19502141;1,89333015;-55,52001444;-1,325166741;3,5611;1,52972;50;33
02S2;1687052691;703;3800;0EH902171E;#0EH902171E    ###*1PS VWS65I01K1J*=;02S2;IO;303,3;20,4;8,3;12,30;3,3;5,3;10;1,5;0,1;400EH959969H 018062300507;400EH959969J 018062300472;Pass;400EH959969H 018062300507;-2,250287895;0,217479967;-0,535107125;0;0;0;0;Pass;CD1080;44,28261466;42,00546225;46,53612467;47,82288772;-0,6470893;20,01884808;41,82214905;42,41114403;84,72440144;246,622334;247,3470695;0,858689198;0,889873194;Pass;3,248506162;2,948498051;3,097789242;5,563211174;159,7323288;-0,607849055;3,8144;1,72208;50;37;3;Gut;2;0;2;Pass;400EH959969J 018062300472;-0,413176703;-0,325163879;-0,429593044;0;0;0,106359705;1,055487315;Pass;CD1060;44,71017556;41,10762965;46,90059141;47,61620014;-0,334596755;15,49111189;28,98576177;28,9973393;62,46862398;249,0171328;248,7780923;0,854772199;0,883912698;Pass;-18,21467172;-3,967165072;18,00893491;2,973613535;19,6518303;0,437509693;3,83675;1,71292;50;37
12S3;1687341468;710;3840;0EH902171E;#0EH902171E    ###*1PS VWS65L0M51S*=;12S3;IO;422,3;12,2;8,7;12,30;3,1;4,9;10;1,6;0,1;420EH959969K 021062307383;420EH959969L 021062307371;Pass;420EH959969K 021062307383;51,18956217;-0,43406406;-0,30913659;0;0;0;0;Pass;EF1080;47,31691865;42,52354223;45,65489667;46,21169096;-1,707048517;20,44180636;40,46992283;39,49011978;75,39842246;246,6722883;248,8236925;0,89810538;0,938087466;Pass;-1,264100677;-6,634759154;3,561934541;7,413894229;-131,6665917;2,366715458;4,2614;1,38316;51;42;3;Gut;2;1;1;Pass;420EH959969L 021062307371;52,93919423;-0,313425391;-0,316676507;0;0;0,139883466;0,36456827;Pass;EF1060;47,40012678;41,15039841;45,88131089;46,90972486;-1,341560948;15,97002506;27,77164866;26,80076219;54,84967161;247,6884801;248,2246597;0,91750262;0,921827128;Pass;-30,48529032;-10,3574743;17,43700065;13,40926755;-148,1728937;1,921063011;4,38805;1,38774;51;42
47S2;1687052686;703;3800;0EH902171E;#0EH902171E    ###*1PS VWS65I01K1J*=;47S2;IO;267,4;20,3;8,8;12,30;3,1;5,2;10;1,3;0,1;400EH959969J 018062300464;400EH959969H 018062300500;Pass;400EH959969J 018062300464;-1,748684908;-0,325163879;-0,459739925;0;0;0,151930317;1,005064434;Pass;CD1060;44,80629658;41,06976768;46,87590873;47,60719286;-0,359165849;15,50467412;28,99073204;28,96383442;62,2118965;249,0361166;248,8961679;0,855739215;0,880943863;Pass;-18,887783;-3,552442909;18,49005866;2,554789401;33,62586079;0,918633446;3,8293;1,72666;50;37;3;Gut;3;3;2;Pass;400EH959969H 018062300500;-2,295761329;0,338067488;-0,361762564;0;0;0,121781778;0,176785473;Pass;CD1080;44,29552556;41,99259446;46,5020884;47,79338907;-0,583597491;20,01471101;41,83174145;42,39988101;84,84615609;246,6386826;247,3518112;0,858801994;0,885378122;Pass;2,535045978;1,701465949;2,590951565;5,971080358;173,4598772;-1,114686732;3,8144;1,70834;50;37
18S2;1687160609;714;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0F51J*=;18S2;IO;494,1;20,6;8,8;12,30;3,2;5,5;10;1,9;0,1;330EH959969H 019062307074;330EH959969J 019062307048;Pass;330EH959969H 019062307074;0,884768307;0,371416484;-0,473357849;0;0;1,324991148;2,271485581;Pass;CD1080;44,2516898;41,87362817;46,66862844;47,72770757;-0,521653982;19,98839459;41,6398042;42,25160723;85,19982971;247,5190272;246,8411538;0,897047733;0,938951505;Pass;5,951598906;-1,765487331;1,317448409;1,476738739;-51,34680591;0,627378808;3,6207;1,5343;50;33;0;Medium;2;2;0;Pass;330EH959969J 019062307048;0,742725693;0,311307551;-0,473357849;0,047160502;0,111719861;0,115088468;0,234909829;Pass;CD1060;44,94369215;41,23792431;47,29450459;47,89789532;-1,374016359;15,59341755;28,95941073;28,91651779;57,91563319;247,9943087;248,9679698;0,906018963;0,928314715;Pass;-15,60451973;-4,198612286;16,1585099;0,826510726;-55,40936586;0,882229612;3,56855;1,52972;50;33
18S2;1687160609;714;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0F51J*=;18S2;IO;494,1;20,6;8,8;12,30;3,2;5,5;10;1,9;0,1;330EH959969H 019062307074;330EH959969J 019062307048;Pass;330EH959969H 019062307074;0,884768307;0,371416484;-0,473357849;0;0;1,324991148;2,271485581;Pass;CD1080;44,2516898;41,87362817;46,66862844;47,72770757;-0,521653982;19,98839459;41,6398042;42,25160723;85,19982971;247,5190272;246,8411538;0,897047733;0,938951505;Pass;5,951598906;-1,765487331;1,317448409;1,476738739;-51,34680591;0,627378808;3,6207;1,5343;50;33;0;Medium;2;2;0;Pass;330EH959969J 019062307048;0,742725693;0,311307551;-0,473357849;0,047160502;0,111719861;0,115088468;0,234909829;Pass;CD1060;44,94369215;41,23792431;47,29450459;47,89789532;-1,374016359;15,59341755;28,95941073;28,91651779;57,91563319;247,9943087;248,9679698;0,906018963;0,928314715;Pass;-15,60451973;-4,198612286;16,1585099;0,826510726;-55,40936586;0,882229612;;;;33
18S2;1687160609;714;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0F51J*=;18S2;IO;494,1;20,6;8,8;12,30;3,2;5,5;10;1,9;0,1;330EH959969H 019062307074;330EH959969J 019062307048;Pass;330EH959969H 019062307074;0,884768307;0,371416484;-0,473357849;0;0;1,324991148;2,271485581;Pass;CD1080;44,2516898;41,87362817;46,66862844;47,72770757;-0,521653982;19,98839459;41,6398042;42,25160723;85,19982971;247,5190272;246,8411538;0,897047733;0,938951505;Pass;5,951598906;-1,765487331;1,317448409;1,476738739;-51,34680591;0,627378808;;;;33;0;Medium;2;2;0;Pass;330EH959969J 019062307048;0,742725693;0,311307551;-0,473357849;0,047160502;0,111719861;0,115088468;0,234909829;Pass;CD1060;44,94369215;41,23792431;47,29450459;47,89789532;-1,374016359;15,59341755;28,95941073;28,91651779;57,91563319;247,9943087;248,9679698;0,906018963;0,928314715;Pass;-15,60451973;-4,198612286;16,1585099;0,826510726;-55,40936586;0,882229612;3,56855;1,52972;50;33
18S2;1687160609;714;3850;0EH902171E;#0EH902171E    ###*1PS VWS65J0F51J*=;18S2;IO;494,1;20,6;8,8;12,30;3,2;5,5;10;1,9;0,1;330EH959969H 019062307074;330EH959969J 019062307048;Pass;330EH959969H 019062307074;0,884768307;0,371416484;-0,473357849;0;0;1,324991148;2,271485581;Pass;CD1080;44,2516898;41,87362817;46,66862844;47,72770757;-0,521653982;19,98839459;41,6398042;42,25160723;85,19982971;247,5190272;246,8411538;0,897047733;0,938951505;Pass;5,951598906;-1,765487331;1,317448409;1,476738739;-51,34680591;0,627378808;;;;33;0;Medium;2;2;0;Pass;330EH959969J 019062307048;0,742725693;0,311307551;-0,473357849;0,047160502;0,111719861;0,115088468;0,234909829;Pass;CD1060;44,94369215;41,23792431;47,29450459;47,89789532;-1,374016359;15,59341755;28,95941073;28,91651779;57,91563319;247,9943087;248,9679698;0,906018963;0,928314715;Pass;-15,60451973;-4,198612286;16,1585099;0,826510726;-55,40936586;0,882229612;;;;33
14S3;1687325665;711;3850;0EH902171E;#0EH902171E    ###*1PS VWS65L0CG1T*=;14S3;IO;446,1;11,8;8,9;12,30;2,9;5,2;10;1;0,1;420EH959969K 121062304789;420EH959969L 021062304777;Pass;420EH959969K 121062304789;51,14219614;-0,313425391;-0,271437006;0;0;0,09034571;0,267817262;Pass;EF1081;47,23032116;42,43849078;45,6745113;46,14274251;-1,486065749;20,43621987;40,44798603;39,48561409;76,10499544;257,5030789;247,9480521;0,904893055;0,939283873;Pass;-0,931913403;-5,298656661;1,822701804;6,237612575;-140,1297172;0,489350605;3,80695;1,38774;50;42;3;Gut;2;1;3;Pass;420EH959969L 021062304777;52,47848893;-0,313425391;-0,294056756;0;0;0,414381523;2,121410937;Pass;EF1060;47,3798788;41,12384307;45,83666714;46,78719109;-1,127580098;15,98722871;27,73498222;26,79760819;55,66461514;247,6416952;248,3290377;0,89692764;0,938391058;Pass;-30,53500919;-10,4940174;16,58899839;13,52381603;-147,7924675;1,073060744;3,8442;1,38316;50;42
